DOY,Day,Hour,Month,Precip,SM,Year
1.041666667,1,1,1,0,0.371,2002
1.083333333,1,2,1,0,0.372,2002
1.125,1,3,1,0,0.373,2002
1.166666667,1,4,1,0,0.374,2002
1.208333333,1,5,1,0,0.375,2002
1.25,1,6,1,0,0.375,2002
1.291666667,1,7,1,0,0.377,2002
1.333333333,1,8,1,0,0.378,2002
1.375,1,9,1,0,0.378,2002
1.416666667,1,10,1,0,0.378,2002
1.458333333,1,11,1,0,0.377,2002
1.5,1,12,1,0,0.372,2002
1.541666667,1,13,1,0,0.368,2002
1.583333333,1,14,1,0,0.364,2002
1.625,1,15,1,0,0.362,2002
1.666666667,1,16,1,0,0.361,2002
1.708333333,1,17,1,0,0.363,2002
1.75,1,18,1,0,0.367,2002
1.791666667,1,19,1,0,0.371,2002
1.833333333,1,20,1,0,0.375,2002
1.875,1,21,1,0,0.379,2002
1.916666667,1,22,1,0,0.382,2002
1.958333333,1,23,1,0,0.386,2002
1.999305556,1,23,1,0,0.388,2002
2.041666667,2,1,1,0,0.392,2002
2.083333333,2,2,1,0,0.393,2002
2.125,2,3,1,0,0.396,2002
2.166666667,2,4,1,0,0.397,2002
2.208333333,2,5,1,0,0.399,2002
2.25,2,6,1,0,0.4,2002
2.291666667,2,7,1,0,0.402,2002
2.333333333,2,8,1,0,0.403,2002
2.375,2,9,1,0,0.403,2002
2.416666667,2,10,1,0,0.402,2002
2.458333333,2,11,1,0,0.4,2002
2.5,2,12,1,0,0.395,2002
2.541666667,2,13,1,0,0.393,2002
2.583333333,2,14,1,0,0.392,2002
2.625,2,15,1,0,0.391,2002
2.666666667,2,16,1,0,0.39,2002
2.708333333,2,17,1,0,0.392,2002
2.75,2,18,1,0,0.391,2002
2.791666667,2,19,1,0,0.395,2002
2.833333333,2,20,1,0,0.397,2002
2.875,2,21,1,0,0.4,2002
2.916666667,2,22,1,0,0.403,2002
2.958333333,2,23,1,0,0.405,2002
2.999305556,2,23,1,1.778,0.407,2002
3.041666667,3,1,1,1.524,0.409,2002
3.083333333,3,2,1,1.27,0.408,2002
3.125,3,3,1,0.508,0.382,2002
3.166666667,3,4,1,3.048,0.374,2002
3.208333333,3,5,1,1.27,0.373,2002
3.25,3,6,1,0.254,0.373,2002
3.291666667,3,7,1,0.254,0.374,2002
3.333333333,3,8,1,0.254,0.373,2002
3.375,3,9,1,0.508,0.373,2002
3.416666667,3,10,1,1.016,0.372,2002
3.458333333,3,11,1,1.016,0.371,2002
3.5,3,12,1,0.508,0.371,2002
3.541666667,3,13,1,0,0.369,2002
3.583333333,3,14,1,0,0.369,2002
3.625,3,15,1,0.254,0.369,2002
3.666666667,3,16,1,1.016,0.368,2002
3.708333333,3,17,1,0,0.368,2002
3.75,3,18,1,0,0.367,2002
3.791666667,3,19,1,0,0.369,2002
3.833333333,3,20,1,0,0.369,2002
3.875,3,21,1,0,0.369,2002
3.916666667,3,22,1,0,0.369,2002
3.958333333,3,23,1,0,0.369,2002
3.999305556,3,23,1,0,0.368,2002
4.041666667,4,1,1,0,0.368,2002
4.083333333,4,2,1,0,0.368,2002
4.125,4,3,1,0,0.366,2002
4.166666667,4,4,1,0,0.366,2002
4.208333333,4,5,1,0,0.366,2002
4.25,4,6,1,0,0.366,2002
4.291666667,4,7,1,0,0.366,2002
4.333333333,4,8,1,0,0.365,2002
4.375,4,9,1,0,0.364,2002
4.416666667,4,10,1,0.254,0.363,2002
4.458333333,4,11,1,0.508,0.363,2002
4.5,4,12,1,0,0.362,2002
4.541666667,4,13,1,0,0.36,2002
4.583333333,4,14,1,0.254,0.361,2002
4.625,4,15,1,0,0.359,2002
4.666666667,4,16,1,0,0.358,2002
4.708333333,4,17,1,0,0.359,2002
4.75,4,18,1,0,0.36,2002
4.791666667,4,19,1,0,0.36,2002
4.833333333,4,20,1,0,0.362,2002
4.875,4,21,1,0,0.363,2002
4.916666667,4,22,1,0,0.363,2002
4.958333333,4,23,1,0,0.364,2002
4.999305556,4,23,1,0,0.365,2002
5.041666667,5,1,1,0,0.366,2002
5.083333333,5,2,1,0,0.367,2002
5.125,5,3,1,0,0.367,2002
5.166666667,5,4,1,0,0.367,2002
5.208333333,5,5,1,0,0.368,2002
5.25,5,6,1,0,0.367,2002
5.291666667,5,7,1,0,0.369,2002
5.333333333,5,8,1,0,0.371,2002
5.375,5,9,1,0,0.369,2002
5.416666667,5,10,1,0,0.367,2002
5.458333333,5,11,1,0,0.365,2002
5.5,5,12,1,0,0.36,2002
5.541666667,5,13,1,0,0.353,2002
5.583333333,5,14,1,0,0.348,2002
5.625,5,15,1,0,0.344,2002
5.666666667,5,16,1,0,0.343,2002
5.708333333,5,17,1,0,0.344,2002
5.75,5,18,1,0,0.345,2002
5.791666667,5,19,1,0,0.349,2002
5.833333333,5,20,1,0,0.351,2002
5.875,5,21,1,0,0.353,2002
5.916666667,5,22,1,0,0.355,2002
5.958333333,5,23,1,0,0.357,2002
5.999305556,5,23,1,0,0.358,2002
6.041666667,6,1,1,0,0.36,2002
6.083333333,6,2,1,0,0.361,2002
6.125,6,3,1,0,0.361,2002
6.166666667,6,4,1,0,0.362,2002
6.208333333,6,5,1,0,0.362,2002
6.25,6,6,1,0,0.362,2002
6.291666667,6,7,1,0,0.362,2002
6.333333333,6,8,1,0,0.361,2002
6.375,6,9,1,0,0.359,2002
6.416666667,6,10,1,0,0.357,2002
6.458333333,6,11,1,0,0.356,2002
6.5,6,12,1,0.508,0.352,2002
6.541666667,6,13,1,8.636,0.346,2002
6.583333333,6,14,1,7.112,0.339,2002
6.625,6,15,1,7.366,0.331,2002
6.666666667,6,16,1,0,0.333,2002
6.708333333,6,17,1,0,0.332,2002
6.75,6,18,1,0,0.332,2002
6.791666667,6,19,1,0,0.334,2002
6.833333333,6,20,1,0,0.334,2002
6.875,6,21,1,0,0.334,2002
6.916666667,6,22,1,0,0.335,2002
6.958333333,6,23,1,0,0.335,2002
6.999305556,6,23,1,0,0.336,2002
7.041666667,7,1,1,0,0.337,2002
7.083333333,7,2,1,0,0.338,2002
7.125,7,3,1,0,0.341,2002
7.166666667,7,4,1,0,0.342,2002
7.208333333,7,5,1,0,0.343,2002
7.25,7,6,1,0,0.345,2002
7.291666667,7,7,1,0,0.346,2002
7.333333333,7,8,1,0,0.346,2002
7.375,7,9,1,0,0.347,2002
7.416666667,7,10,1,0,0.345,2002
7.458333333,7,11,1,0,0.344,2002
7.5,7,12,1,0,0.342,2002
7.541666667,7,13,1,0,0.339,2002
7.583333333,7,14,1,0,0.338,2002
7.625,7,15,1,0,0.338,2002
7.666666667,7,16,1,0,0.338,2002
7.708333333,7,17,1,0,0.339,2002
7.75,7,18,1,0,0.341,2002
7.791666667,7,19,1,0,0.342,2002
7.833333333,7,20,1,0,0.343,2002
7.875,7,21,1,0,0.345,2002
7.916666667,7,22,1,0,0.347,2002
7.958333333,7,23,1,0,0.348,2002
7.999305556,7,23,1,0,0.349,2002
8.041666667,8,1,1,0,0.351,2002
8.083333333,8,2,1,0,0.352,2002
8.125,8,3,1,0,0.353,2002
8.166666667,8,4,1,0,0.354,2002
8.208333333,8,5,1,0,0.355,2002
8.25,8,6,1,0,0.356,2002
8.291666667,8,7,1,0,0.358,2002
8.333333333,8,8,1,0,0.359,2002
8.375,8,9,1,0,0.359,2002
8.416666667,8,10,1,0,0.357,2002
8.458333333,8,11,1,0,0.354,2002
8.5,8,12,1,0,0.349,2002
8.541666667,8,13,1,0,0.344,2002
8.583333333,8,14,1,0,0.339,2002
8.625,8,15,1,0,0.336,2002
8.666666667,8,16,1,0,0.334,2002
8.708333333,8,17,1,0,0.335,2002
8.75,8,18,1,0,0.338,2002
8.791666667,8,19,1,0,0.341,2002
8.833333333,8,20,1,0,0.344,2002
8.875,8,21,1,0,0.347,2002
8.916666667,8,22,1,0,0.35,2002
8.958333333,8,23,1,0,0.351,2002
8.999305556,8,23,1,0,0.354,2002
9.041666667,9,1,1,0,0.354,2002
9.083333333,9,2,1,0,0.356,2002
9.125,9,3,1,0,0.357,2002
9.166666667,9,4,1,0,0.358,2002
9.208333333,9,5,1,0,0.358,2002
9.25,9,6,1,0,0.359,2002
9.291666667,9,7,1,0,0.36,2002
9.333333333,9,8,1,0,0.36,2002
9.375,9,9,1,0,0.36,2002
9.416666667,9,10,1,0,0.359,2002
9.458333333,9,11,1,0,0.354,2002
9.5,9,12,1,0,0.348,2002
9.541666667,9,13,1,0,0.341,2002
9.583333333,9,14,1,0,0.336,2002
9.625,9,15,1,0,0.332,2002
9.666666667,9,16,1,0,0.331,2002
9.708333333,9,17,1,0,0.33,2002
9.75,9,18,1,0,0.332,2002
9.791666667,9,19,1,0,0.334,2002
9.833333333,9,20,1,0,0.336,2002
9.875,9,21,1,0,0.338,2002
9.916666667,9,22,1,0,0.339,2002
9.958333333,9,23,1,0,0.34,2002
9.999305556,9,23,1,0,0.341,2002
10.04166667,10,1,1,0,0.341,2002
10.08333333,10,2,1,0,0.342,2002
10.125,10,3,1,0,0.343,2002
10.16666667,10,4,1,0,0.344,2002
10.20833333,10,5,1,0,0.344,2002
10.25,10,6,1,0,0.344,2002
10.29166667,10,7,1,0,0.345,2002
10.33333333,10,8,1,0,0.345,2002
10.375,10,9,1,0,0.345,2002
10.41666667,10,10,1,0,0.342,2002
10.45833333,10,11,1,0,0.339,2002
10.5,10,12,1,0,0.333,2002
10.54166667,10,13,1,0,0.327,2002
10.58333333,10,14,1,0,0.322,2002
10.625,10,15,1,0,0.318,2002
10.66666667,10,16,1,0,0.317,2002
10.70833333,10,17,1,0,0.317,2002
10.75,10,18,1,0,0.32,2002
10.79166667,10,19,1,0,0.322,2002
10.83333333,10,20,1,0,0.325,2002
10.875,10,21,1,0,0.327,2002
10.91666667,10,22,1,0,0.329,2002
10.95833333,10,23,1,0,0.33,2002
10.99930556,10,23,1,0,0.331,2002
11.04166667,11,1,1,0,0.332,2002
11.08333333,11,2,1,0,0.333,2002
11.125,11,3,1,0,0.334,2002
11.16666667,11,4,1,0,0.333,2002
11.20833333,11,5,1,0,0.333,2002
11.25,11,6,1,0,0.333,2002
11.29166667,11,7,1,0,0.333,2002
11.33333333,11,8,1,0,0.334,2002
11.375,11,9,1,0,0.333,2002
11.41666667,11,10,1,0,0.33,2002
11.45833333,11,11,1,0,0.327,2002
11.5,11,12,1,0,0.323,2002
11.54166667,11,13,1,0,0.32,2002
11.58333333,11,14,1,0,0.316,2002
11.625,11,15,1,0,0.315,2002
11.66666667,11,16,1,0,0.315,2002
11.70833333,11,17,1,0,0.316,2002
11.75,11,18,1,0,0.318,2002
11.79166667,11,19,1,0,0.321,2002
11.83333333,11,20,1,0,0.324,2002
11.875,11,21,1,0,0.326,2002
11.91666667,11,22,1,0,0.329,2002
11.95833333,11,23,1,0,0.331,2002
11.99930556,11,23,1,0,0.334,2002
12.04166667,12,1,1,0,0.334,2002
12.08333333,12,2,1,0,0.338,2002
12.125,12,3,1,0,0.339,2002
12.16666667,12,4,1,0,0.341,2002
12.20833333,12,5,1,0,0.342,2002
12.25,12,6,1,0,0.344,2002
12.29166667,12,7,1,0,0.346,2002
12.33333333,12,8,1,0,0.347,2002
12.375,12,9,1,0,0.347,2002
12.41666667,12,10,1,0,0.345,2002
12.45833333,12,11,1,0,0.341,2002
12.5,12,12,1,0,0.335,2002
12.54166667,12,13,1,0,0.33,2002
12.58333333,12,14,1,0,0.327,2002
12.625,12,15,1,0,0.327,2002
12.66666667,12,16,1,0,0.326,2002
12.70833333,12,17,1,0,0.326,2002
12.75,12,18,1,0,0.327,2002
12.79166667,12,19,1,0,0.328,2002
12.83333333,12,20,1,0,0.33,2002
12.875,12,21,1,0.254,0.33,2002
12.91666667,12,22,1,0.508,0.33,2002
12.95833333,12,23,1,0.508,0.33,2002
12.99930556,12,23,1,1.27,0.33,2002
13.04166667,13,1,1,1.016,0.33,2002
13.08333333,13,2,1,1.778,0.33,2002
13.125,13,3,1,1.27,0.328,2002
13.16666667,13,4,1,0.508,0.329,2002
13.20833333,13,5,1,1.016,0.33,2002
13.25,13,6,1,0,0.33,2002
13.29166667,13,7,1,0,0.331,2002
13.33333333,13,8,1,0,0.333,2002
13.375,13,9,1,0,0.334,2002
13.41666667,13,10,1,0,0.333,2002
13.45833333,13,11,1,0,0.331,2002
13.5,13,12,1,0,0.328,2002
13.54166667,13,13,1,0,0.324,2002
13.58333333,13,14,1,0,0.322,2002
13.625,13,15,1,0,0.32,2002
13.66666667,13,16,1,0,0.319,2002
13.70833333,13,17,1,0,0.32,2002
13.75,13,18,1,0,0.323,2002
13.79166667,13,19,1,0,0.326,2002
13.83333333,13,20,1,0,0.329,2002
13.875,13,21,1,0,0.331,2002
13.91666667,13,22,1,0,0.334,2002
13.95833333,13,23,1,0,0.335,2002
13.99930556,13,23,1,0,0.338,2002
14.04166667,14,1,1,0,0.34,2002
14.08333333,14,2,1,0,0.341,2002
14.125,14,3,1,0,0.342,2002
14.16666667,14,4,1,0,0.343,2002
14.20833333,14,5,1,0,0.345,2002
14.25,14,6,1,0,0.347,2002
14.29166667,14,7,1,0,0.348,2002
14.33333333,14,8,1,0,0.349,2002
14.375,14,9,1,0,0.349,2002
14.41666667,14,10,1,0,0.346,2002
14.45833333,14,11,1,0,0.342,2002
14.5,14,12,1,0,0.336,2002
14.54166667,14,13,1,0,0.33,2002
14.58333333,14,14,1,0,0.328,2002
14.625,14,15,1,0,0.326,2002
14.66666667,14,16,1,0,0.326,2002
14.70833333,14,17,1,0,0.326,2002
14.75,14,18,1,0.762,0.326,2002
14.79166667,14,19,1,0.254,0.327,2002
14.83333333,14,20,1,0,0.327,2002
14.875,14,21,1,0,0.327,2002
14.91666667,14,22,1,0.254,0.327,2002
14.95833333,14,23,1,3.048,0.325,2002
14.99930556,14,23,1,2.794,0.324,2002
15.04166667,15,1,1,1.016,0.324,2002
15.08333333,15,2,1,1.016,0.324,2002
15.125,15,3,1,0.762,0.323,2002
15.16666667,15,4,1,0.254,0.324,2002
15.20833333,15,5,1,0,0.324,2002
15.25,15,6,1,0,0.326,2002
15.29166667,15,7,1,0,0.328,2002
15.33333333,15,8,1,0,0.328,2002
15.375,15,9,1,0,0.329,2002
15.41666667,15,10,1,0,0.328,2002
15.45833333,15,11,1,0,0.326,2002
15.5,15,12,1,0,0.322,2002
15.54166667,15,13,1,0,0.318,2002
15.58333333,15,14,1,0,0.315,2002
15.625,15,15,1,0,0.311,2002
15.66666667,15,16,1,0,0.311,2002
15.70833333,15,17,1,0,0.312,2002
15.75,15,18,1,0,0.314,2002
15.79166667,15,19,1,0,0.317,2002
15.83333333,15,20,1,0,0.319,2002
15.875,15,21,1,0,0.321,2002
15.91666667,15,22,1,0,0.323,2002
15.95833333,15,23,1,0,0.325,2002
15.99930556,15,23,1,0,0.327,2002
16.04166667,16,1,1,0,0.329,2002
16.08333333,16,2,1,0,0.33,2002
16.125,16,3,1,0,0.332,2002
16.16666667,16,4,1,0,0.334,2002
16.20833333,16,5,1,0,0.335,2002
16.25,16,6,1,0,0.337,2002
16.29166667,16,7,1,0,0.338,2002
16.33333333,16,8,1,0,0.339,2002
16.375,16,9,1,0,0.339,2002
16.41666667,16,10,1,0,0.338,2002
16.45833333,16,11,1,0,0.333,2002
16.5,16,12,1,0,0.329,2002
16.54166667,16,13,1,0,0.325,2002
16.58333333,16,14,1,0,0.322,2002
16.625,16,15,1,0,0.32,2002
16.66666667,16,16,1,0,0.319,2002
16.70833333,16,17,1,0,0.32,2002
16.75,16,18,1,0,0.323,2002
16.79166667,16,19,1,0,0.325,2002
16.83333333,16,20,1,0,0.328,2002
16.875,16,21,1,0,0.33,2002
16.91666667,16,22,1,0,0.332,2002
16.95833333,16,23,1,0,0.332,2002
16.99930556,16,23,1,0,0.332,2002
17.04166667,17,1,1,0,0.333,2002
17.08333333,17,2,1,0,0.333,2002
17.125,17,3,1,0,0.334,2002
17.16666667,17,4,1,0,0.334,2002
17.20833333,17,5,1,0,0.333,2002
17.25,17,6,1,0,0.334,2002
17.29166667,17,7,1,0,0.335,2002
17.33333333,17,8,1,0,0.336,2002
17.375,17,9,1,0,0.336,2002
17.41666667,17,10,1,0,0.333,2002
17.45833333,17,11,1,0,0.331,2002
17.5,17,12,1,0,0.326,2002
17.54166667,17,13,1,0,0.322,2002
17.58333333,17,14,1,0,0.318,2002
17.625,17,15,1,0,0.315,2002
17.66666667,17,16,1,0,0.314,2002
17.70833333,17,17,1,0,0.315,2002
17.75,17,18,1,0,0.318,2002
17.79166667,17,19,1,0,0.319,2002
17.83333333,17,20,1,0,0.321,2002
17.875,17,21,1,0,0.322,2002
17.91666667,17,22,1,0,0.323,2002
17.95833333,17,23,1,0,0.323,2002
17.99930556,17,23,1,0,0.324,2002
18.04166667,18,1,1,0,0.325,2002
18.08333333,18,2,1,0,0.325,2002
18.125,18,3,1,0,0.326,2002
18.16666667,18,4,1,0,0.327,2002
18.20833333,18,5,1,0,0.327,2002
18.25,18,6,1,0,0.328,2002
18.29166667,18,7,1,0,0.327,2002
18.33333333,18,8,1,0,0.328,2002
18.375,18,9,1,0,0.329,2002
18.41666667,18,10,1,0,0.327,2002
18.45833333,18,11,1,0,0.326,2002
18.5,18,12,1,0,0.322,2002
18.54166667,18,13,1,0,0.321,2002
18.58333333,18,14,1,0,0.319,2002
18.625,18,15,1,0,0.317,2002
18.66666667,18,16,1,0,0.315,2002
18.70833333,18,17,1,0,0.315,2002
18.75,18,18,1,0,0.317,2002
18.79166667,18,19,1,0,0.319,2002
18.83333333,18,20,1,0,0.322,2002
18.875,18,21,1,0,0.324,2002
18.91666667,18,22,1,0,0.326,2002
18.95833333,18,23,1,0,0.328,2002
18.99930556,18,23,1,0,0.33,2002
19.04166667,19,1,1,0,0.33,2002
19.08333333,19,2,1,0,0.331,2002
19.125,19,3,1,0,0.331,2002
19.16666667,19,4,1,0,0.331,2002
19.20833333,19,5,1,0,0.331,2002
19.25,19,6,1,0,0.331,2002
19.29166667,19,7,1,0,0.331,2002
19.33333333,19,8,1,0,0.331,2002
19.375,19,9,1,0,0.331,2002
19.41666667,19,10,1,0,0.33,2002
19.45833333,19,11,1,0,0.328,2002
19.5,19,12,1,0,0.326,2002
19.54166667,19,13,1,0,0.323,2002
19.58333333,19,14,1,0,0.32,2002
19.625,19,15,1,0,0.317,2002
19.66666667,19,16,1,0,0.315,2002
19.70833333,19,17,1,0,0.318,2002
19.75,19,18,1,0,0.319,2002
19.79166667,19,19,1,0.508,0.321,2002
19.83333333,19,20,1,2.032,0.321,2002
19.875,19,21,1,1.27,0.322,2002
19.91666667,19,22,1,2.794,0.323,2002
19.95833333,19,23,1,2.032,0.322,2002
19.99930556,19,23,1,1.016,0.323,2002
20.04166667,20,1,1,0.762,0.324,2002
20.08333333,20,2,1,0.508,0.324,2002
20.125,20,3,1,0.762,0.325,2002
20.16666667,20,4,1,0,0.326,2002
20.20833333,20,5,1,0,0.327,2002
20.25,20,6,1,0,0.328,2002
20.29166667,20,7,1,0,0.329,2002
20.33333333,20,8,1,0,0.331,2002
20.375,20,9,1,0,0.332,2002
20.41666667,20,10,1,0,0.332,2002
20.45833333,20,11,1,0,0.331,2002
20.5,20,12,1,0,0.329,2002
20.54166667,20,13,1,0,0.328,2002
20.58333333,20,14,1,0,0.327,2002
20.625,20,15,1,0,0.326,2002
20.66666667,20,16,1,0,0.326,2002
20.70833333,20,17,1,0,0.326,2002
20.75,20,18,1,0,0.327,2002
20.79166667,20,19,1,0,0.327,2002
20.83333333,20,20,1,0,0.329,2002
20.875,20,21,1,0,0.331,2002
20.91666667,20,22,1,0,0.332,2002
20.95833333,20,23,1,0,0.332,2002
20.99930556,20,23,1,0,0.333,2002
21.04166667,21,1,1,0,0.333,2002
21.08333333,21,2,1,0,0.334,2002
21.125,21,3,1,0,0.335,2002
21.16666667,21,4,1,0,0.336,2002
21.20833333,21,5,1,0,0.336,2002
21.25,21,6,1,0,0.336,2002
21.29166667,21,7,1,0,0.337,2002
21.33333333,21,8,1,0,0.337,2002
21.375,21,9,1,0,0.337,2002
21.41666667,21,10,1,0,0.335,2002
21.45833333,21,11,1,0,0.332,2002
21.5,21,12,1,0,0.33,2002
21.54166667,21,13,1,1.27,0.329,2002
21.58333333,21,14,1,1.778,0.329,2002
21.625,21,15,1,4.064,0.327,2002
21.66666667,21,16,1,0.254,0.326,2002
21.70833333,21,17,1,0,0.326,2002
21.75,21,18,1,0,0.325,2002
21.79166667,21,19,1,0,0.325,2002
21.83333333,21,20,1,0,0.326,2002
21.875,21,21,1,0,0.326,2002
21.91666667,21,22,1,0,0.328,2002
21.95833333,21,23,1,0,0.329,2002
21.99930556,21,23,1,0,0.33,2002
22.04166667,22,1,1,0,0.331,2002
22.08333333,22,2,1,0,0.332,2002
22.125,22,3,1,0,0.335,2002
22.16666667,22,4,1,0,0.336,2002
22.20833333,22,5,1,0,0.337,2002
22.25,22,6,1,0,0.338,2002
22.29166667,22,7,1,0,0.34,2002
22.33333333,22,8,1,0,0.341,2002
22.375,22,9,1,0,0.34,2002
22.41666667,22,10,1,0,0.338,2002
22.45833333,22,11,1,0,0.334,2002
22.5,22,12,1,0,0.328,2002
22.54166667,22,13,1,0,0.322,2002
22.58333333,22,14,1,0,0.318,2002
22.625,22,15,1,0,0.314,2002
22.66666667,22,16,1,0,0.313,2002
22.70833333,22,17,1,0,0.314,2002
22.75,22,18,1,0,0.317,2002
22.79166667,22,19,1,0,0.321,2002
22.83333333,22,20,1,0,0.324,2002
22.875,22,21,1,0,0.327,2002
22.91666667,22,22,1,0,0.329,2002
22.95833333,22,23,1,0,0.331,2002
22.99930556,22,23,1,0,0.332,2002
23.04166667,23,1,1,0,0.333,2002
23.08333333,23,2,1,0,0.333,2002
23.125,23,3,1,0,0.333,2002
23.16666667,23,4,1,0,0.333,2002
23.20833333,23,5,1,0,0.333,2002
23.25,23,6,1,0,0.332,2002
23.29166667,23,7,1,0,0.332,2002
23.33333333,23,8,1,0.254,0.331,2002
23.375,23,9,1,1.016,0.331,2002
23.41666667,23,10,1,3.81,0.331,2002
23.45833333,23,11,1,2.032,0.327,2002
23.5,23,12,1,1.016,0.325,2002
23.54166667,23,13,1,2.032,0.322,2002
23.58333333,23,14,1,8.382,0.318,2002
23.625,23,15,1,4.572,0.317,2002
23.66666667,23,16,1,2.286,0.317,2002
23.70833333,23,17,1,0,0.314,2002
23.75,23,18,1,0,0.314,2002
23.79166667,23,19,1,0,0.315,2002
23.83333333,23,20,1,0,0.314,2002
23.875,23,21,1,0,0.315,2002
23.91666667,23,22,1,0,0.316,2002
23.95833333,23,23,1,0,0.316,2002
23.99930556,23,23,1,0,0.316,2002
24.04166667,24,1,1,0,0.316,2002
24.08333333,24,2,1,0,0.316,2002
24.125,24,3,1,0,0.316,2002
24.16666667,24,4,1,0,0.316,2002
24.20833333,24,5,1,0,0.315,2002
24.25,24,6,1,0,0.314,2002
24.29166667,24,7,1,0,0.314,2002
24.33333333,24,8,1,0,0.314,2002
24.375,24,9,1,0,0.313,2002
24.41666667,24,10,1,0,0.312,2002
24.45833333,24,11,1,0,0.309,2002
24.5,24,12,1,0,0.306,2002
24.54166667,24,13,1,0.254,0.301,2002
24.58333333,24,14,1,0,0.299,2002
24.625,24,15,1,0,0.297,2002
24.66666667,24,16,1,0,0.296,2002
24.70833333,24,17,1,0,0.298,2002
24.75,24,18,1,0,0.299,2002
24.79166667,24,19,1,0,0.299,2002
24.83333333,24,20,1,0,0.301,2002
24.875,24,21,1,0,0.302,2002
24.91666667,24,22,1,0,0.304,2002
24.95833333,24,23,1,0,0.305,2002
24.99930556,24,23,1,0,0.306,2002
25.04166667,25,1,1,0,0.306,2002
25.08333333,25,2,1,0.254,0.305,2002
25.125,25,3,1,0.254,0.306,2002
25.16666667,25,4,1,0,0.306,2002
25.20833333,25,5,1,0,0.307,2002
25.25,25,6,1,0.254,0.307,2002
25.29166667,25,7,1,1.27,0.307,2002
25.33333333,25,8,1,0.254,0.308,2002
25.375,25,9,1,0.508,0.308,2002
25.41666667,25,10,1,0.508,0.309,2002
25.45833333,25,11,1,0.254,0.31,2002
25.5,25,12,1,0,0.31,2002
25.54166667,25,13,1,0,0.311,2002
25.58333333,25,14,1,0,0.312,2002
25.625,25,15,1,0,0.312,2002
25.66666667,25,16,1,0,0.312,2002
25.70833333,25,17,1,0,0.313,2002
25.75,25,18,1,0,0.314,2002
25.79166667,25,19,1,0,0.316,2002
25.83333333,25,20,1,0,0.318,2002
25.875,25,21,1,0,0.319,2002
25.91666667,25,22,1,0,0.321,2002
25.95833333,25,23,1,0,0.324,2002
25.99930556,25,23,1,0,0.326,2002
26.04166667,26,1,1,0,0.329,2002
26.08333333,26,2,1,0,0.33,2002
26.125,26,3,1,0,0.331,2002
26.16666667,26,4,1,0,0.333,2002
26.20833333,26,5,1,0,0.334,2002
26.25,26,6,1,0,0.335,2002
26.29166667,26,7,1,0,0.336,2002
26.33333333,26,8,1,0,0.337,2002
26.375,26,9,1,0,0.336,2002
26.41666667,26,10,1,0,0.334,2002
26.45833333,26,11,1,0,0.329,2002
26.5,26,12,1,0,0.323,2002
26.54166667,26,13,1,0,0.316,2002
26.58333333,26,14,1,0,0.311,2002
26.625,26,15,1,0,0.308,2002
26.66666667,26,16,1,0,0.306,2002
26.70833333,26,17,1,0,0.306,2002
26.75,26,18,1,0,0.309,2002
26.79166667,26,19,1,0,0.313,2002
26.83333333,26,20,1,0,0.315,2002
26.875,26,21,1,0,0.318,2002
26.91666667,26,22,1,0,0.319,2002
26.95833333,26,23,1,0,0.322,2002
26.99930556,26,23,1,0,0.324,2002
27.04166667,27,1,1,0,0.326,2002
27.08333333,27,2,1,0,0.327,2002
27.125,27,3,1,0,0.329,2002
27.16666667,27,4,1,0,0.33,2002
27.20833333,27,5,1,0,0.331,2002
27.25,27,6,1,0,0.333,2002
27.29166667,27,7,1,0,0.334,2002
27.33333333,27,8,1,0,0.335,2002
27.375,27,9,1,0,0.334,2002
27.41666667,27,10,1,0,0.331,2002
27.45833333,27,11,1,0,0.325,2002
27.5,27,12,1,0,0.318,2002
27.54166667,27,13,1,0,0.312,2002
27.58333333,27,14,1,0,0.307,2002
27.625,27,15,1,0,0.304,2002
27.66666667,27,16,1,0,0.302,2002
27.70833333,27,17,1,0,0.302,2002
27.75,27,18,1,0,0.306,2002
27.79166667,27,19,1,0,0.309,2002
27.83333333,27,20,1,0,0.311,2002
27.875,27,21,1,0,0.313,2002
27.91666667,27,22,1,0,0.315,2002
27.95833333,27,23,1,0,0.319,2002
27.99930556,27,23,1,0,0.319,2002
28.04166667,28,1,1,0,0.32,2002
28.08333333,28,2,1,0,0.322,2002
28.125,28,3,1,0,0.322,2002
28.16666667,28,4,1,0,0.323,2002
28.20833333,28,5,1,0,0.323,2002
28.25,28,6,1,0,0.324,2002
28.29166667,28,7,1,0,0.324,2002
28.33333333,28,8,1,0,0.323,2002
28.375,28,9,1,0,0.322,2002
28.41666667,28,10,1,0,0.32,2002
28.45833333,28,11,1,0,0.314,2002
28.5,28,12,1,0,0.309,2002
28.54166667,28,13,1,0,0.304,2002
28.58333333,28,14,1,0,0.301,2002
28.625,28,15,1,0.508,0.301,2002
28.66666667,28,16,1,2.794,0.301,2002
28.70833333,28,17,1,0,0.301,2002
28.75,28,18,1,0.254,0.301,2002
28.79166667,28,19,1,0,0.304,2002
28.83333333,28,20,1,0,0.305,2002
28.875,28,21,1,0,0.306,2002
28.91666667,28,22,1,0,0.307,2002
28.95833333,28,23,1,0,0.308,2002
28.99930556,28,23,1,0,0.31,2002
29.04166667,29,1,1,0,0.312,2002
29.08333333,29,2,1,0,0.312,2002
29.125,29,3,1,0,0.313,2002
29.16666667,29,4,1,0.254,0.315,2002
29.20833333,29,5,1,0,0.316,2002
